hotel_id,datum_dolaska,datum_kreiranja_rezervacije,datum_odjave,datum_otkazivanja_rezervacije,broj_odraslih_gostiju,broj_djece_gostiju,zemlja_gosta,kanal_prodaje_id,tip_sobe_id,cijena_nocenja,status_rezervacije,rezervacija_id,gost_id,ukupan_broj_gostiju
0,2017-01-07,2016-12-12,2017-01-11,2016-11-14,2,0,IRL,2,1,55.30063372858843,Canceled,1323042,1080701,2
0,2017-01-07,2016-12-19,2017-01-14,2016-12-30,2,0,IRL,2,1,44.850218616681865,Canceled,1323043,1097087,2
0,2017-01-08,2017-01-08,2017-01-09,2016-10-05,2,0,BRA,2,1,44.3727017617131,Canceled,1323044,1100285,2
0,2017-01-08,2016-06-11,2017-01-09,2016-10-05,2,0,BRA,2,1,50.372335473403815,Canceled,1323045,1002246,2
0,2017-01-08,2017-01-08,2017-01-13,2016-12-18,2,0,GBR,2,3,42.01400655613694,Canceled,1323046,1103226,2
0,2017-01-08,2017-01-07,2017-01-13,2016-11-19,2,0,ESP,0,1,75.74161873579055,Canceled,1323047,1080064,2
0,2017-01-08,2017-01-05,2017-01-15,2016-11-11,2,0,GBR,2,1,64.49225119590785,Canceled,1323048,1055352,2
0,2017-01-09,2016-12-05,2017-01-12,2016-10-21,2,0,ESP,2,3,61.26158323716189,Canceled,1323049,1014998,2
0,2017-01-09,2016-05-07,2017-01-16,2016-08-02,1,0,IRL,2,1,139.95674136281107,Canceled,1323050,1046374,1
0,2017-01-09,2017-01-05,2017-01-16,2016-08-02,2,0,IRL,2,1,78.56658824958305,Canceled,1323051,1058249,2
0,2017-01-09,2016-11-23,2017-01-16,2016-08-08,2,0,IRL,2,1,46.72796615453713,Canceled,1323052,1044486,2
0,2017-01-09,2017-01-07,2017-01-16,2016-08-08,2,0,IRL,2,1,65.49445989479379,Canceled,1323053,1077260,2
0,2017-01-10,2017-01-10,2017-01-11,2017-01-10,2,0,GBR,0,4,100.0,Canceled,1323054,1002521,2
0,2017-01-10,2016-11-14,2017-03-07,2016-10-31,2,0,PRT,2,1,128.70423763229698,Canceled,1323055,1023249,2
0,2017-01-11,2017-01-08,2017-01-12,2017-01-10,1,0,PRT,2,1,49.90599917506333,Canceled,1323056,1043416,1
0,2017-01-11,2016-07-24,2017-01-12,2017-01-11,2,0,ESP,2,1,67.33447819267322,Canceled,1323057,1055455,2
0,2017-01-11,2016-11-28,2017-01-12,2017-01-10,1,0,PRT,1,1,57.3368182285473,Canceled,1323058,1043834,1
0,2017-01-11,2016-12-18,2017-01-13,2017-01-11,2,0,PRT,2,1,100.0,Canceled,1323059,1087694,2
0,2017-01-11,2016-11-22,2017-01-13,2017-01-07,2,0,CHE,2,1,44.38160589639976,Canceled,1323060,1075809,2
0,2017-01-11,2016-12-30,2017-01-13,2017-01-10,2,0,FRA,2,3,78.17560179549385,Canceled,1323061,1094539,2
0,2017-01-11,2016-11-28,2017-01-14,2016-12-16,2,0,CN,2,1,60.61530276669007,Canceled,1323062,1024295,2
0,2017-01-11,2016-07-20,2017-01-25,2016-11-20,2,0,CN,2,1,64.94588333710064,Canceled,1323063,1084033,2
0,2017-01-12,2016-11-02,2017-01-15,2017-01-10,1,0,GBR,2,1,58.0715598605594,Canceled,1323064,1064749,1
0,2017-01-12,2015-05-04,2017-01-17,2016-09-08,2,0,GBR,0,1,74.82950125140326,Canceled,1323065,1021491,2
0,2017-01-12,2016-08-30,2017-01-28,2017-01-12,1,0,PRT,2,1,76.69524785751196,No-Show,1323066,1008514,1
0,2017-01-12,2016-10-01,2017-01-20,2017-01-10,2,0,PRT,2,1,45.34598121757232,Canceled,1323067,1015693,2
0,2017-01-13,2016-12-15,2017-01-15,2017-01-11,2,0,ESP,0,5,81.91137247014099,Canceled,1323068,1013851,2
0,2017-01-13,2015-08-22,2017-01-15,2017-01-04,2,0,PRT,0,1,58.46784887252302,Canceled,1323069,1094522,2
0,2017-01-13,2016-11-18,2017-01-16,2016-10-23,1,0,GBR,2,1,130.27328844778438,Canceled,1323070,1106953,1
0,2017-01-14,2016-09-23,2017-01-15,2017-01-04,2,0,PRT,2,1,80.6678658233637,Canceled,1323071,1098590,2
0,2017-01-14,2017-01-14,2017-01-15,2017-01-07,2,1,PRT,2,2,86.58521959873153,Canceled,1323072,1106598,3
0,2017-01-14,2017-01-14,2017-01-16,2017-01-01,2,0,ESP,2,3,88.46160712755778,Canceled,1323073,1049200,2
0,2017-01-14,2017-01-14,2017-01-16,2017-01-10,2,0,PRT,2,5,80.90491391080994,Canceled,1323074,1078945,2
0,2017-01-14,2016-11-27,2017-01-17,2016-12-12,2,2,GBR,2,4,85.48939391585311,Canceled,1323075,1065063,4
0,2017-01-14,2016-12-11,2017-01-17,2016-09-30,2,0,GBR,2,3,106.19134603832264,Canceled,1323076,1003039,2
0,2017-01-14,2017-01-14,2017-01-17,2016-10-19,1,0,PRT,2,1,52.01735322984637,Canceled,1323077,1064855,1
0,2017-01-14,2017-01-14,2017-01-17,2016-09-28,2,0,GBR,2,2,80.30141550593588,Canceled,1323078,1044548,2
0,2017-01-14,2016-12-20,2017-01-17,2016-10-19,2,0,PRT,2,1,43.688787468707616,Canceled,1323079,1052328,2
0,2017-01-14,2017-01-14,2017-01-17,2016-11-27,2,0,GBR,2,3,69.72633342055873,Canceled,1323080,1072767,2
0,2017-01-14,2016-12-13,2017-01-21,2016-11-30,2,0,IRL,2,1,51.94098767884007,Canceled,1323081,1001308,2
0,2017-01-14,2017-01-12,2017-01-21,2016-12-05,2,0,PRT,2,1,117.17374363468318,Canceled,1323082,1089930,2
0,2017-01-14,2017-01-11,2017-01-17,2016-10-19,2,0,PRT,2,1,118.14876173495551,Canceled,1323083,1064647,2
0,2017-01-14,2017-01-14,2017-01-28,2016-05-20,2,0,NLD,2,1,70.77385750221002,Canceled,1323084,1106545,2
0,2017-01-15,2016-12-11,2017-01-19,2016-12-27,3,1,IRL,2,6,45.92287590363622,Canceled,1323085,1047433,4
0,2017-01-16,2015-09-26,2017-01-17,2017-01-16,1,0,PRT,1,1,136.62996546362345,Canceled,1323086,1014500,1
0,2017-01-16,2016-12-02,2017-01-18,2016-04-14,2,0,BRA,2,1,45.64795797421644,Canceled,1323087,1016913,2
0,2017-01-16,2017-01-13,2017-01-18,2016-04-14,2,0,BRA,2,1,69.12813834611642,Canceled,1323088,1001744,2
0,2017-01-16,2016-12-22,2017-01-19,2017-01-14,1,0,PRT,0,1,121.91922964318287,Canceled,1323089,1074569,1
0,2017-01-16,2017-01-16,2017-01-19,2017-01-13,1,0,PRT,0,1,103.38273210308908,Canceled,1323090,1058918,1
0,2017-01-16,2017-01-16,2017-01-19,2017-01-05,1,0,PRT,0,1,94.79880852579088,Canceled,1323091,1027292,1
0,2017-01-16,2016-11-18,2017-01-19,2017-01-05,1,0,PRT,0,1,114.58384078058636,Canceled,1323092,1019078,1
0,2017-01-16,2016-12-26,2017-01-19,2017-01-13,1,0,PRT,0,1,91.60480518947725,Canceled,1323093,1085958,1
0,2017-01-16,2016-12-16,2017-01-19,2017-01-14,1,0,PRT,0,1,126.23511907859046,Canceled,1323094,1031274,1
0,2017-01-16,2016-11-17,2017-01-19,2017-01-04,1,0,PRT,0,1,41.46864163544935,Canceled,1323095,1070889,1
0,2017-01-16,2017-01-16,2017-01-19,2017-01-03,1,0,PRT,0,1,137.75834998556493,Canceled,1323096,1078913,1
0,2017-01-16,2016-08-13,2017-01-19,2017-01-04,1,0,PRT,0,1,105.77641065268575,Canceled,1323097,1101668,1
0,2017-01-16,2017-01-16,2017-01-19,2017-01-11,1,0,PRT,0,1,73.4335616935029,Canceled,1323098,1036263,1
0,2017-01-16,2017-01-03,2017-01-19,2017-01-03,1,0,PRT,0,1,78.8783631584563,Canceled,1323099,1054418,1
0,2017-01-16,2017-01-14,2017-01-19,2017-01-16,1,0,PRT,0,1,86.79378668875681,Canceled,1323100,1019465,1
0,2017-01-16,2016-11-15,2017-01-19,2017-01-10,1,0,PRT,0,1,113.7902797387306,Canceled,1323101,1041689,1
0,2017-01-16,2016-11-09,2017-01-19,2017-01-06,1,0,PRT,0,1,54.47149796677138,Canceled,1323102,1071115,1
0,2017-01-16,2016-12-20,2017-01-19,2017-01-05,1,0,PRT,0,1,56.493237799094175,Canceled,1323103,1090021,1
0,2017-01-17,2016-11-08,2017-01-18,2017-01-17,1,0,PRT,1,1,135.29244192836637,Canceled,1323104,1043547,1
0,2017-01-17,2017-01-17,2017-01-18,2017-01-17,2,0,PRT,0,1,105.99675381519322,Canceled,1323105,1043200,2
0,2017-01-17,2017-01-17,2017-01-18,2017-01-05,2,0,PRT,2,2,58.20240615534594,Canceled,1323106,1000595,2
0,2017-01-17,2016-12-18,2017-01-19,2017-01-17,1,0,PRT,0,1,53.62268575158054,Canceled,1323107,1025447,1
0,2017-01-17,2017-01-02,2017-01-19,2017-01-17,1,0,PRT,0,1,52.047332876210056,No-Show,1323108,1063329,1
0,2017-01-18,2016-08-21,2017-01-24,2016-09-06,2,0,POL,2,6,75.77912318049273,Canceled,1323109,1060922,2
0,2017-01-18,2016-12-22,2017-01-30,2017-01-17,2,0,PRT,0,1,115.80155395139936,Canceled,1323110,1062513,2
0,2017-01-19,2017-01-04,2017-01-20,2017-01-17,1,0,PRT,2,1,126.08174577457017,Canceled,1323111,1059418,1
0,2017-01-19,2017-01-19,2017-01-20,2017-01-17,1,0,PRT,2,1,131.30495138860238,Canceled,1323112,1064375,1
0,2017-01-19,2017-01-08,2017-01-21,2016-12-24,2,0,PRT,2,1,137.75574390577728,Canceled,1323113,1061280,2
0,2017-01-19,2017-01-09,2017-01-21,2016-12-24,2,0,PRT,2,1,103.26866703983032,Canceled,1323114,1045555,2
0,2017-01-19,2017-01-19,2017-01-25,2016-12-22,2,2,POL,2,4,108.54743986728236,Canceled,1323115,1071380,4
0,2017-01-19,2017-01-19,2017-01-26,2016-09-18,2,2,POL,2,4,158.27601280313996,Canceled,1323116,1007705,4
0,2017-01-20,2017-01-20,2017-01-21,2017-01-20,2,0,PRT,0,3,107.9918836033268,Canceled,1323117,1036576,2
0,2017-01-20,2017-01-20,2017-01-22,2016-09-19,2,0,ESP,2,1,77.06951141592607,Canceled,1323118,1079020,2
0,2017-01-20,2016-10-30,2017-01-22,2016-12-09,2,0,PRT,2,1,57.23953715691191,Canceled,1323119,1019861,2
0,2017-01-20,2016-11-29,2017-01-22,2016-11-23,2,0,ESP,2,1,129.3907878174447,Canceled,1323120,1025294,2
0,2017-01-20,2016-09-25,2017-01-22,2017-01-11,2,0,PRT,2,1,137.5939549145879,Canceled,1323121,1072714,2
0,2017-01-20,2015-09-05,2017-01-22,2016-12-08,2,0,ESP,2,1,131.00401876579122,Canceled,1323122,1018097,2
0,2017-01-20,2016-11-11,2017-01-23,2016-12-22,2,0,GBR,2,2,72.20011168895508,Canceled,1323123,1036774,2
0,2017-01-20,2017-01-20,2017-01-24,2016-11-08,2,0,BEL,2,1,41.226922659783696,Canceled,1323124,1096699,2
0,2017-01-21,2017-01-21,2017-01-22,2017-01-16,2,1,PRT,2,1,90.61405284946882,Canceled,1323125,1022022,3
0,2017-01-21,2017-01-21,2017-01-28,2016-12-11,2,0,DEU,2,2,85.42115274987628,Canceled,1323126,1054222,2
0,2017-01-22,2016-09-29,2017-01-26,2017-01-07,2,0,DEU,2,2,71.12531834943049,Canceled,1323127,1088776,2
0,2017-01-22,2017-01-18,2017-01-29,2016-09-26,2,0,GBR,2,1,44.63466438030921,Canceled,1323128,1012959,2
0,2017-01-22,2016-11-16,2017-01-29,2016-12-09,2,0,FRA,2,1,47.64146648130098,Canceled,1323129,1034904,2
0,2017-01-22,2016-12-05,2017-02-04,2016-12-13,2,2,TUR,2,4,143.180895329491,Canceled,1323130,1101495,4
0,2017-01-23,2015-10-31,2017-01-24,2017-01-16,1,0,PRT,2,1,58.47672101000068,Canceled,1323131,1093065,1
0,2017-01-23,2017-01-23,2017-01-25,2017-01-20,1,0,PRT,1,1,50.87443581981052,Canceled,1323132,1041276,1
0,2017-01-23,2016-12-20,2017-01-25,2017-01-20,1,0,PRT,1,1,133.80285485769213,Canceled,1323133,1049486,1
0,2017-01-23,2016-12-27,2017-01-25,2017-01-20,1,0,PRT,1,1,51.71552656400807,Canceled,1323134,1015800,1
0,2017-01-23,2017-01-20,2017-01-25,2017-01-20,1,0,PRT,1,1,54.38725914577343,Canceled,1323135,1020655,1
0,2017-01-23,2016-12-23,2017-01-28,2016-08-20,2,0,AUS,2,3,50.13780078429896,Canceled,1323136,1041157,2
0,2017-01-24,2017-01-18,2017-01-25,2017-01-12,2,0,PRT,2,2,119.0669948812822,Canceled,1323137,1032961,2
0,2017-01-24,2017-01-23,2017-01-26,2017-01-20,1,0,PRT,0,1,48.66047913899818,Canceled,1323138,1034702,1
0,2017-01-24,2017-01-24,2017-01-30,2016-12-01,3,1,LUX,2,6,114.29381073143466,Canceled,1323139,1101986,4
0,2017-01-25,2016-09-28,2017-01-26,,1,0,PRT,1,1,47.958691891745,Check-Out,1323140,1049511,1
0,2017-01-25,2017-01-09,2017-01-27,2017-01-05,2,0,PRT,2,2,56.60673178308885,Canceled,1323141,1005950,2
0,2017-01-25,2017-01-22,2017-02-06,2016-11-09,1,0,DZA,2,1,135.6670595667465,Canceled,1323142,1093608,1
0,2017-01-26,2017-01-01,2017-01-28,2016-11-30,1,0,FRA,2,2,114.3106947786082,Canceled,1323143,1005343,1
0,2017-01-26,2017-01-18,2017-01-31,2016-12-15,2,0,BRA,2,1,69.50315012036106,Canceled,1323144,1025169,2
0,2017-01-26,2016-12-08,2017-02-02,2016-05-24,2,0,CN,2,1,135.16008674086285,Canceled,1323145,1067498,2
0,2017-01-27,2016-12-07,2017-01-29,2016-12-31,2,2,GBR,2,6,84.61464290752251,Canceled,1323146,1053061,4
0,2017-01-27,2016-09-17,2017-01-29,2017-01-23,2,0,ESP,2,1,75.69719869184487,Canceled,1323147,1062039,2
0,2017-01-27,2016-12-02,2017-01-29,2017-01-12,2,0,ESP,2,2,122.288514122146,Canceled,1323148,1004057,2
0,2017-01-27,2016-11-08,2017-01-29,2016-12-31,2,0,GBR,2,1,79.25489054184133,Canceled,1323149,1021899,2
0,2017-01-27,2017-01-18,2017-01-29,2017-01-11,2,0,PRT,2,1,51.34190101849943,Canceled,1323150,1017189,2
0,2017-01-27,2016-11-08,2017-01-29,2016-12-31,2,0,GBR,2,1,133.4987301217596,Canceled,1323151,1057966,2
0,2017-01-27,2017-01-20,2017-01-29,2016-10-25,2,0,CN,2,3,53.34882469480176,Canceled,1323152,1045047,2
0,2017-01-27,2016-10-30,2017-01-30,2017-01-05,2,0,GBR,2,1,42.282493083418544,Canceled,1323153,1066861,2
0,2017-01-27,2017-01-24,2017-01-30,2017-01-27,1,0,PRT,1,1,130.24160880210988,Canceled,1323154,1011213,1
0,2017-01-27,2017-01-27,2017-01-30,2017-01-05,2,0,GBR,2,1,49.68973211084679,Canceled,1323155,1011363,2
0,2017-01-27,2017-01-27,2017-01-30,2017-01-05,2,0,GBR,2,1,47.2762515025009,Canceled,1323156,1046496,2
0,2017-01-27,2017-01-02,2017-02-25,2016-11-18,1,0,CN,2,1,137.49925037203428,Canceled,1323157,1102992,1
0,2017-01-28,2017-01-14,2017-01-29,2017-01-17,2,0,PRT,2,1,56.91595052336567,Canceled,1323158,1061792,2
0,2017-01-28,2017-01-28,2017-01-29,2017-01-12,2,0,ESP,2,1,57.96088746677028,Canceled,1323159,1101551,2
0,2017-01-28,2017-01-25,2017-01-29,2017-01-28,1,0,PRT,1,1,136.2103836032261,Canceled,1323160,1085022,1
0,2017-01-28,2017-01-05,2017-01-29,2016-10-27,2,0,BRA,2,1,131.6515788436639,Canceled,1323161,1094699,2
0,2017-01-28,2016-12-08,2017-01-29,2017-01-28,2,0,PRT,2,3,82.77831871482091,Canceled,1323162,1000370,2
0,2017-01-28,2017-01-21,2017-01-29,2017-01-11,2,0,PRT,1,1,133.56542958994186,Canceled,1323163,1051482,2
0,2017-01-28,2016-11-23,2017-01-29,2017-01-19,2,0,PRT,2,1,51.73649038217971,Canceled,1323164,1042146,2
0,2017-01-28,2017-01-28,2017-01-29,2017-01-28,2,1,PRT,0,2,89.97515921916822,No-Show,1323165,1032861,3
0,2017-01-28,2016-10-03,2017-01-29,2016-10-27,2,0,BRA,2,1,56.01456529166053,Canceled,1323166,1067526,2
0,2017-01-28,2017-01-17,2017-01-29,2016-12-30,2,0,PRT,2,1,126.37120430404175,Canceled,1323167,1075749,2
0,2017-01-28,2017-01-27,2017-01-29,2017-01-28,2,0,PRT,0,4,100.0,Canceled,1323168,1023751,2
0,2017-01-28,2017-01-28,2017-01-29,2017-01-28,2,0,PRT,0,2,131.06143641908608,Canceled,1323169,1100709,2
0,2017-01-28,2017-01-02,2017-01-29,2017-01-27,2,0,PRT,0,5,100.0,Canceled,1323170,1005372,2
0,2017-01-28,2016-12-24,2017-01-30,2016-07-29,2,0,BRA,2,1,105.3684636582136,Canceled,1323171,1033811,2
0,2017-01-28,2017-01-24,2017-01-29,2017-01-28,2,0,ESP,2,1,55.37842483914423,No-Show,1323172,1004665,2
0,2017-01-28,2017-01-28,2017-01-30,2017-01-25,2,0,ESP,2,1,134.77396367906633,Canceled,1323173,1105925,2
0,2017-01-28,2017-01-18,2017-02-01,2017-01-06,2,0,GBR,0,3,56.32500087899007,Canceled,1323174,1079278,2
0,2017-01-28,2017-01-28,2017-02-04,2016-12-05,2,0,DEU,0,3,45.29107700401366,Canceled,1323175,1106048,2
0,2017-01-28,2017-01-28,2017-02-25,2016-10-23,2,0,PRT,2,3,86.40722373948931,Canceled,1323176,1001333,2
0,2017-01-28,2017-01-15,2017-02-02,2017-01-24,1,0,DEU,2,2,66.90836646528462,Canceled,1323177,1052843,1
0,2017-01-29,2017-01-26,2017-02-05,2016-11-11,2,0,FRA,2,1,128.0688365848893,Canceled,1323178,1073922,2
0,2017-01-29,2017-01-29,2017-02-05,2016-11-08,2,0,FRA,2,1,85.47578671172947,Canceled,1323179,1023605,2
0,2017-01-29,2016-12-20,2017-02-05,2016-09-27,2,0,CN,2,1,49.99018521954108,Canceled,1323180,1054797,2
0,2017-01-29,2016-12-24,2017-02-04,2016-12-05,2,2,DEU,2,4,114.42252839783734,Canceled,1323181,1078851,4
0,2017-01-30,2017-01-30,2017-02-01,2017-01-29,1,0,PRT,2,2,44.11173992040143,Canceled,1323182,1018337,1
0,2017-01-30,2016-12-13,2017-02-01,2017-01-29,1,0,PRT,2,4,109.4998211148828,Canceled,1323183,1060730,1
0,2017-01-30,2016-12-13,2017-02-01,2017-01-18,2,0,DEU,2,1,53.60421853253981,Canceled,1323184,1067030,2
0,2017-01-30,2017-01-30,2017-02-01,2016-12-18,2,0,PRT,2,3,50.58030385090702,Canceled,1323185,1028113,2
0,2017-01-30,2017-01-30,2017-02-02,2017-01-17,2,0,FRA,2,1,97.02747303208584,Canceled,1323186,1017201,2
0,2017-01-30,2017-01-13,2017-02-02,2016-12-25,2,0,FRA,2,2,63.80040589591725,Canceled,1323187,1099631,2
0,2017-01-30,2016-08-13,2017-02-02,2017-01-15,2,0,FRA,2,1,60.29932861346983,Canceled,1323188,1016674,2
0,2017-01-30,2017-01-26,2017-02-02,2017-01-13,2,0,FRA,2,1,61.344718498507405,Canceled,1323189,1087363,2
0,2017-01-31,2017-01-26,2017-02-04,2017-01-03,2,0,GBR,2,3,71.89035035455694,Canceled,1323190,1015908,2
0,2017-01-31,2016-12-22,2017-02-04,2016-11-15,2,0,PRT,2,1,51.56831991827893,Canceled,1323191,1011617,2
0,2017-01-31,2016-12-21,2017-02-07,2017-01-11,2,2,GBR,2,4,109.19833540887404,Canceled,1323192,1069712,4
0,2017-01-31,2017-01-31,2017-02-07,2017-01-05,2,0,GBR,2,1,70.24725625427564,Canceled,1323193,1014753,2
0,2017-02-01,2017-01-28,2017-02-02,2016-11-21,2,0,DEU,2,1,98.9748956506667,Canceled,1323194,1001011,2
0,2017-02-01,2016-11-11,2017-02-03,2017-01-21,2,0,ESP,2,1,52.02407532426601,Canceled,1323195,1004621,2
0,2017-02-01,2017-01-14,2017-02-09,2017-02-01,2,0,IRL,2,2,70.5215916358108,Canceled,1323196,1072234,2
0,2017-02-01,2017-01-25,2017-02-15,2016-12-24,2,0,CN,2,1,40.20341202910913,Canceled,1323197,1057965,2
0,2017-02-01,2017-01-31,2017-02-05,2016-11-13,2,0,FRA,2,1,74.51049037265574,Canceled,1323198,1057096,2
0,2017-02-02,2017-01-21,2017-02-04,2017-02-02,2,0,PRT,0,1,111.04143586767027,No-Show,1323199,1076312,2
0,2017-02-02,2017-01-20,2017-02-04,2017-01-31,2,0,PRT,2,1,132.95459481325094,Canceled,1323200,1054530,2
0,2017-02-02,2016-08-29,2017-02-05,2016-11-13,2,0,GBR,2,1,132.9135864939522,Canceled,1323201,1054109,2
